"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,2,6,"",0.915092,0,0,0,0,0,0,0,0.0291811,0,0,0,0.115539,0.584078,0.0289117,0.154547,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,2,7,"",1.39351,0,0,0,0,0,0,0.324135,0.0291811,0,0,0,0.156537,0.664831,0.0273489,0.18763,0,0,0,0.00384726,0,0,0,0
"MtrElec",1,2,8,"",1.75738,0,0,0,0,0,0,0.608081,0.0291811,0,0,0,0.15281,0.713887,0.0265675,0.22179,0,0,0,0.00506218,0,0,0,0
"MtrElec",1,2,9,"",1.40734,0,0,0,0,0,0,0.344235,0.0291811,0,0,0,0.12672,0.660905,0.0257861,0.215252,0,0,0,0.00526467,0,0,0,0
"MtrElec",1,2,10,"",1.25783,0,0,0,0,0,0,0.282376,0.0291811,0,0,0,0.108085,0.620371,0.0218791,0.191482,0,0,0,0.00445472,0,0,0,0
"MtrElec",1,2,11,"",1.21096,0,0,0,0,0,0,0.245392,0.0291811,0,0,0,0.100631,0.628275,0.0171908,0.186039,0,0,0,0.00425223,0,0,0,0
"MtrElec",1,2,12,"",1.17028,0,0,0,0,0,0,0.212172,0.0291811,0,0,0,0.0931768,0.628275,0.011721,0.189883,0,0,0,0.00587213,0,0,0,0
"MtrElec",1,2,13,"",1.14631,0,0,0,0,0,0,0.191899,0.0291811,0,0,0,0.0782685,0.628758,0.00937678,0.201738,0,0,0,0.00708706,0,0,0,0
"MtrElec",1,2,14,"",1.96308,0,0,0,0,0,0,0.121039,0.0291811,0,0,0,0.0782685,0.642693,0.00859538,0.19498,0,0,0.881847,0.0064796,0,0,0,0
"MtrElec",1,2,15,"",1.45411,0,0,0,0,0,0,0.088293,0.0291811,0,0,0,0.0782685,0.666083,0.00859538,0.204341,0,0.372466,0,0.00688457,0,0,0,0
"MtrElec",1,2,16,"",1.17586,0,0,0,0,0,0,0.138633,0.0291811,0,0,0,0.0969038,0.686183,0.00937678,0.205053,0,0,0,0.0105293,0,0,0,0
"MtrElec",1,2,17,"",1.40722,0,0,0,0,0,0,0.130903,0.0291811,0,0,0,0.115539,0.77465,0.0148466,0.204266,0,0,0.114549,0.023286,0,0,0,0
"MtrElec",1,2,18,"",2.27916,0,0,0,0,0,0,0.0857147,0.0291811,0,0,0,0.163991,0.890989,0.0289117,0.22528,0,0.0483819,0.767631,0.0390801,0,0,0,0
"MtrElec",1,2,19,"",2.03132,0,0,0,0,0,0,0.0715751,0.0291811,0,0,0,0.313074,0.968866,0.0382885,0.249667,0,0.324224,0,0.0364477,0,0,0,0
"MtrElec",1,2,20,"",1.9365,0,0,0,0,0,0,0.127029,0.0291811,0,0,0,0.436067,1.01762,0.0507909,0.255972,0,0,0,0.0198438,0,0,0,0
"MtrElec",1,2,21,"",1.96791,0,0,0,0,0,0,0.139788,0.0291811,0,0,0,0.421159,1.06002,0.0711072,0.238144,0,0,0,0.00850447,0,0,0,0
"MtrElec",1,2,22,"",1.90563,0,0,0,0,0,0,0.159397,0.0291811,0,0,0,0.357799,1.05129,0.0820468,0.221866,0,0,0,0.00404975,0,0,0,0
"MtrElec",1,2,23,"",1.66068,0,0,0,0,0,0,0.186574,0.0291811,0,0,0,0.234805,0.932305,0.0711072,0.204277,0,0,0,0.00242985,0,0,0,0
"MtrElec",1,2,24,"",1.20436,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.801007,0.0492281,0.177566,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,3,1,"",0.989041,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.648036,0.0359443,0.189144,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,3,2,"",0.91383,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.597667,0.0359443,0.179414,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,3,3,"",0.862054,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.567455,0.0351629,0.173742,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,3,4,"",0.861734,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.566142,0.0351629,0.16728,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,3,5,"",0.892334,0,0,0,0,0,0,0.0570727,0.0291811,0,0,0,0.0782685,0.537844,0.0359443,0.153416,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,3,6,"",1.00005,0,0,0,0,0,0,0.0865891,0.0291811,0,0,0,0.115539,0.582646,0.0351629,0.149922,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,3,7,"",1.5348,0,0,0,0,0,0,0.51299,0.0291811,0,0,0,0.156537,0.653582,0.0343815,0.1461,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,3,8,"",1.81645,0,0,0,0,0,0,0.724801,0.0291811,0,0,0,0.15281,0.700781,0.0320373,0.171371,0,0,0,0.00546716,0,0,0,0
"MtrElec",1,3,9,"",1.48523,0,0,0,0,0,0,0.412199,0.0291811,0,0,0,0.12672,0.657854,0.0281303,0.221422,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,3,10,"",1.30659,0,0,0,0,0,0,0.297305,0.0291811,0,0,0,0.108085,0.631857,0.0234419,0.206998,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,3,11,"",1.23524,0,0,0,0,0,0,0.227602,0.0291811,0,0,0,0.100631,0.642931,0.0187536,0.206827,0,0,0,0.00931442,0,0,0,0
"MtrElec",1,3,12,"",1.17326,0,0,0,0,0,0,0.180945,0.0291811,0,0,0,0.0931768,0.633302,0.0125024,0.213012,0,0,0,0.0111368,0,0,0,0
"MtrElec",1,3,13,"",1.12165,0,0,0,0,0,0,0.145287,0.0291811,0,0,0,0.0782685,0.627445,0.00937678,0.21933,0,0,0,0.0127567,0,0,0,0
"MtrElec",1,3,14,"",1.11672,0,0,0,0,0,0,0.118029,0.0291811,0,0,0,0.0782685,0.64629,0.00859538,0.224415,0,0,0,0.0119468,0,0,0,0
"MtrElec",1,3,15,"",1.12496,0,0,0,0,0,0,0.0981032,0.0291811,0,0,0,0.0782685,0.677331,0.00859538,0.220927,0,0,0,0.0125542,0,0,0,0
"MtrElec",1,3,16,"",1.18734,0,0,0,0,0,0,0.0915709,0.0291811,0,0,0,0.0969038,0.711969,0.00937678,0.234571,0,0,0,0.0137691,0,0,0,0
"MtrElec",1,3,17,"",1.30082,0,0,0,0,0,0,0.10397,0.0291811,0,0,0,0.115539,0.798579,0.0148466,0.220277,0,0,0,0.0184264,0,0,0,0
"MtrElec",1,3,18,"",1.50349,0,0,0,0,0,0,0.114834,0.0291811,0,0,0,0.163991,0.900499,0.0296931,0.237143,0,0,0,0.0281457,0,0,0,0
"MtrElec",1,3,19,"",1.75851,0,0,0,0,0,0,0.119739,0.0291811,0,0,0,0.313074,0.967127,0.0375071,0.26576,0,0,0,0.0261209,0,0,0,0
"MtrElec",1,3,20,"",1.91885,0,0,0,0,0,0,0.131021,0.0291811,0,0,0,0.436067,1.00451,0.0468839,0.256604,0,0,0,0.0145791,0,0,0,0
"MtrElec",1,3,21,"",1.95856,0,0,0,0,0,0,0.151686,0.0291811,0,0,0,0.421159,1.04058,0.064856,0.244618,0,0,0,0.0064796,0,0,0,0
"MtrElec",1,3,22,"",1.90327,0,0,0,0,0,0,0.173631,0.0291811,0,0,0,0.357799,1.02999,0.076577,0.233255,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,3,23,"",1.65733,0,0,0,0,0,0,0.203779,0.0291811,0,0,0,0.234805,0.920937,0.0664188,0.200385,0,0,0,0.00182239,0,0,0,0
"MtrElec",1,3,24,"",1.22595,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.786693,0.0461025,0.217604,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,1,"",0.987872,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.648036,0.0359443,0.187975,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,2,"",0.912618,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.597667,0.0359443,0.178201,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,4,3,"",0.860754,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.567455,0.0351629,0.172442,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,4,"",0.874641,0,0,0,0,0,0,0.0143884,0.0291811,0,0,0,0.0633602,0.566142,0.0351629,0.165798,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,5,"",0.912521,0,0,0,0,0,0,0.0788366,0.0291811,0,0,0,0.0782685,0.537844,0.0359443,0.151839,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,6,"",1.01349,0,0,0,0,0,0,0.101303,0.0291811,0,0,0,0.115539,0.582646,0.0351629,0.14865,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,7,"",1.55186,0,0,0,0,0,0,0.531555,0.0291811,0,0,0,0.156537,0.653582,0.0343815,0.144594,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,4,8,"",1.82441,0,0,0,0,0,0,0.734102,0.0291811,0,0,0,0.15281,0.700781,0.0320373,0.170034,0,0,0,0.00546716,0,0,0,0
"MtrElec",1,4,9,"",1.52018,0,0,0,0,0,0,0.448038,0.0291811,0,0,0,0.12672,0.657854,0.0281303,0.220533,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,4,10,"",1.33051,0,0,0,0,0,0,0.322436,0.0291811,0,0,0,0.108085,0.631857,0.0234419,0.205789,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,4,11,"",1.2519,0,0,0,0,0,0,0.245759,0.0291811,0,0,0,0.100631,0.642931,0.0187536,0.205331,0,0,0,0.00931442,0,0,0,0
"MtrElec",1,4,12,"",1.18372,0,0,0,0,0,0,0.193094,0.0291811,0,0,0,0.0931768,0.633302,0.0125024,0.211332,0,0,0,0.0111368,0,0,0,0
"MtrElec",1,4,13,"",1.12519,0,0,0,0,0,0,0.149965,0.0291811,0,0,0,0.0782685,0.627445,0.00937678,0.218196,0,0,0,0.0127567,0,0,0,0
"MtrElec",1,4,14,"",1.1113,0,0,0,0,0,0,0.112813,0.0291811,0,0,0,0.0782685,0.64629,0.00859538,0.22421,0,0,0,0.0119468,0,0,0,0
"MtrElec",1,4,15,"",1.11735,0,0,0,0,0,0,0.089526,0.0291811,0,0,0,0.0782685,0.677331,0.00859538,0.22189,0,0,0,0.0125542,0,0,0,0
"MtrElec",1,4,16,"",1.17654,0,0,0,0,0,0,0.0793477,0.0291811,0,0,0,0.0969038,0.711969,0.00937678,0.235988,0,0,0,0.0137691,0,0,0,0
"MtrElec",1,4,17,"",1.29245,0,0,0,0,0,0,0.0933928,0.0291811,0,0,0,0.115539,0.798579,0.0148466,0.222486,0,0,0,0.0184264,0,0,0,0
"MtrElec",1,4,18,"",1.49751,0,0,0,0,0,0,0.107599,0.0291811,0,0,0,0.163991,0.900499,0.0296931,0.238404,0,0,0,0.0281457,0,0,0,0
"MtrElec",1,4,19,"",2.03366,0,0,0,0,0,0,0.0976337,0.0291811,0,0,0,0.313074,0.967127,0.0375071,0.266181,0,0,0.296831,0.0261209,0,0,0,0
"MtrElec",1,4,20,"",2.81488,0,0,0,0,0,0,0.0531446,0.0291811,0,0,0,0.436067,1.00451,0.0468839,0.256885,0,0.125372,0.848258,0.0145791,0,0,0,0
"MtrElec",1,4,21,"",2.82612,0,0,0,0,0,0,0.0421359,0.0291811,0,0,0,0.421159,1.04058,0.064856,0.244923,0,0.358279,0.618529,0.0064796,0,0,0,0
"MtrElec",1,4,22,"",2.10627,0,0,0,0,0,0,0.114852,0.0291811,0,0,0,0.357799,1.02999,0.076577,0.233789,0,0.261248,0,0.00283482,0,0,0,0
